 2.600000e+01 4.607432e-01 1.614204e-01 9.834791e-02 1.294208e+00
 2.700000e+01 4.558575e-01 1.613822e-01 1.002612e-01 1.264618e+00
 2.800000e+01 4.511999e-01 1.610042e-01 1.016645e-01 1.235724e+00
 2.900000e+01 4.467549e-01 1.607927e-01 1.032257e-01 1.207367e+00
 3.000000e+01 4.427562e-01 1.607559e-01 1.048787e-01 1.180573e+00
 3.100000e+01 4.392207e-01 1.611278e-01 1.068606e-01 1.154717e+00
 3.200000e+01 4.362357e-01 1.619961e-01 1.092682e-01 1.134564e+00
 3.300000e+01 4.333526e-01 1.628857e-01 1.116667e-01 1.116037e+00
 3.400000e+01 4.302050e-01 1.632320e-01 1.133343e-01 1.096918e+00
 3.500000e+01 4.273167e-01 1.639867e-01 1.152725e-01 1.078907e+00
 3.600000e+01 4.250962e-01 1.654630e-01 1.179458e-01 1.060660e+00
 3.700000e+01 4.229657e-01 1.668604e-01 1.204770e-01 1.043001e+00
 3.800000e+01 4.203485e-01 1.675719e-01 1.222664e-01 1.025919e+00
 3.900000e+01 4.178039e-01 1.681134e-01 1.238282e-01 1.009362e+00
 4.000000e+01 4.152412e-01 1.685183e-01 1.252102e-01 9.924834e-01
 4.100000e+01 4.119805e-01 1.681298e-01 1.256977e-01 9.768212e-01
 4.200000e+01 4.087987e-01 1.676808e-01 1.261176e-01 9.613709e-01
 4.300000e+01 4.057202e-01 1.672640e-01 1.265385e-01 9.460950e-01
 4.400000e+01 4.028457e-01 1.669679e-01 1.270320e-01 9.316239e-01
 4.500000e+01 3.996184e-01 1.662143e-01 1.270280e-01 9.178978e-01
 4.600000e+01 3.961908e-01 1.650908e-01 1.265941e-01 9.042978e-01
 4.700000e+01 3.929118e-01 1.640913e-01 1.262656e-01 8.911010e-01
 4.800000e+01 3.894716e-01 1.629494e-01 1.257836e-01 8.786942e-01
 4.900000e+01 3.859338e-01 1.616102e-01 1.250856e-01 8.664916e-01
 5.000000e+01 3.824839e-01 1.602793e-01 1.243837e-01 8.543941e-01
 5.100000e+01 3.789539e-01 1.588135e-01 1.235025e-01 8.424739e-01
 5.200000e+01 3.756131e-01 1.575074e-01 1.227544e-01 8.315052e-01
 5.300000e+01 3.727992e-01 1.567355e-01 1.225424e-01 8.214713e-01
 5.400000e+01 3.701283e-01 1.560665e-01 1.223920e-01 8.121572e-01
 5.500000e+01 3.675423e-01 1.554113e-01 1.222442e-01 8.030661e-01
 5.600000e+01 3.649332e-01 1.546645e-01 1.220033e-01 7.942062e-01
 5.700000e+01 3.624697e-01 1.540533e-01 1.218642e-01 7.859467e-01
 5.800000e+01 3.601511e-01 1.535503e-01 1.218134e-01 7.779725e-01
 5.900000e+01 3.577985e-01 1.529696e-01 1.216758e-01 7.700990e-01
 6.000000e+01 3.553119e-01 1.521978e-01 1.213395e-01 7.622507e-01
 6.100000e+01 3.528263e-01 1.513663e-01 1.209301e-01 7.545821e-01
 6.200000e+01 3.503715e-01 1.505255e-01 1.204898e-01 7.470135e-01
 6.300000e+01 3.479080e-01 1.496500e-01 1.200042e-01 7.397795e-01
 6.400000e+01 3.454185e-01 1.487106e-01 1.194540e-01 7.325841e-01
 6.500000e+01 3.432334e-01 1.480875e-01 1.192088e-01 7.261939e-01
 6.600000e+01 3.409920e-01 1.473518e-01 1.188405e-01 7.197124e-01
 6.700000e+01 3.387779e-01 1.465935e-01 1.184487e-01 7.132730e-01
 6.800000e+01 3.364340e-01 1.456590e-01 1.178687e-01 7.068941e-01
 6.900000e+01 3.340716e-01 1.446765e-01 1.172312e-01 7.006794e-01
 7.000000e+01 3.317875e-01 1.437560e-01 1.166456e-01 6.948205e-01
 7.100000e+01 3.296079e-01 1.429116e-01 1.161209e-01 6.891385e-01
 7.200000e+01 3.273670e-01 1.419765e-01 1.155031e-01 6.833326e-01
 7.300000e+01 3.250948e-01 1.409811e-01 1.148227e-01 6.773884e-01
 7.400000e+01 3.229822e-01 1.401333e-01 1.142824e-01 6.715670e-01
 7.500000e+01 3.210053e-01 1.394139e-01 1.138639e-01 6.660741e-01
 7.600000e+01 3.189268e-01 1.385512e-01 1.132944e-01 6.605480e-01
 7.700000e+01 3.168661e-01 1.376974e-01 1.127141e-01 6.554132e-01
 7.800000e+01 3.148466e-01 1.368671e-01 1.121472e-01 6.504250e-01
 7.900000e+01 3.128036e-01 1.359777e-01 1.115179e-01 6.455206e-01
 8.000000e+01 3.108468e-01 1.351618e-01 1.109528e-01 6.407858e-01
 8.100000e+01 3.090067e-01 1.344480e-01 1.104848e-01 6.361177e-01
 8.200000e+01 3.072117e-01 1.337723e-01 1.100340e-01 6.316676e-01
 8.300000e+01 3.053430e-01 1.329960e-01 1.094788e-01 6.270925e-01
 8.400000e+01 3.035527e-01 1.322903e-01 1.089922e-01 6.226968e-01
 8.500000e+01 3.017658e-01 1.315620e-01 1.084792e-01 6.183714e-01
 8.600000e+01 3.000748e-01 1.309253e-01 1.080550e-01 6.142715e-01
 8.700000e+01 2.982877e-01 1.301764e-01 1.075046e-01 6.100516e-01
 8.800000e+01 2.965946e-01 1.295151e-01 1.070365e-01 6.059524e-01
 8.900000e+01 2.950170e-01 1.289624e-01 1.066735e-01 6.019917e-01
 9.000000e+01 2.934428e-01 1.283915e-01 1.062947e-01 5.979640e-01
 9.100000e+01 2.918383e-01 1.277640e-01 1.058555e-01 5.939671e-01
 9.200000e+01 2.902747e-01 1.271618e-01 1.054403e-01 5.900235e-01
 9.300000e+01 2.886986e-01 1.265316e-01 1.049928e-01 5.861768e-01
 9.400000e+01 2.871375e-01 1.259032e-01 1.045426e-01 5.824104e-01
 9.500000e+01 2.855653e-01 1.252423e-01 1.040568e-01 5.786260e-01
 9.600000e+01 2.840568e-01 1.246469e-01 1.036338e-01 5.749537e-01
 9.700000e+01 2.825292e-01 1.240159e-01 1.031692e-01 5.712752e-01
 9.800000e+01 2.810363e-01 1.234033e-01 1.027206e-01 5.676880e-01
 9.900000e+01 2.795889e-01 1.228192e-01 1.022991e-01 5.642099e-01
 1.000000e+02 2.781198e-01 1.221937e-01 1.018325e-01 5.607518e-01
